id_pemuatan,id_kapal,id_stockpile_asal,waktu_sandar_aktual,waktu_mulai_muat,waktu_selesai_muat,waktu_berangkat,total_muatan_final,alasan_delay,nama_kapal,tipe_kapal,eta_jadwal,tujuan_pelabuhan,nama_customer,rencana_muatan,tanggal_operasi,id_cuaca,tanggal_pelabuhan,lokasi_kode,latitude,longitude,zona_waktu,hujan_mm,prob_hujan,intensitas_hujan,suhu_min_c,suhu_max_c,kelembaban_rh_avg,angin_kecepatan_avg_ms,angin_gust_max_ms,angin_arah_derajat,tekanan_hpa_avg,visibilitas_km_avg,wet_bulb_c,petir_count,id_snapshot,tanggal_snapshot,total_kuantitas_ton,calorific_value,total_moisture,delay_vs_eta_jam,label_telat,label_delay_weather
LOAD_000002,KPL_002,STK_C,2025-07-04 09:15:00,2025-07-04 09:25:00,2025-07-05 03:51:00,2025-07-05 04:37:00,28161,,MV Mahakam Queen,Supramax,2025-07-21 07:14:00,"Sriracha Port, Thailand",India Energy Traders,13333.0,2025-07-04,CWC_20250704_PORT,2025-07-04,PORT,-1.93,116.95,Asia/Makassar,15.2,0.66,Sedang,23.3,29.8,87.0,2.7,4.2,268,1007.4,6.3,24.8,0,,,,,,-386.6166666666667,0,0
LOAD_000002,KPL_002,STK_C,2025-07-04 09:15:00,2025-07-04 09:25:00,2025-07-05 03:51:00,2025-07-05 04:37:00,28161,,MV Mahakam Queen,Handysize,2025-07-23 17:07:00,"PLTU Suralaya, Indonesia",Malaysia Utility Bhd.,6958.0,2025-07-04,CWC_20250704_PORT,2025-07-04,PORT,-1.93,116.95,Asia/Makassar,15.2,0.66,Sedang,23.3,29.8,87.0,2.7,4.2,268,1007.4,6.3,24.8,0,,,,,,-444.5,0,0
LOAD_000002,KPL_002,STK_C,2025-07-04 09:15:00,2025-07-04 09:25:00,2025-07-05 03:51:00,2025-07-05 04:37:00,28161,,MV Mahakam Queen,Handysize,2025-07-31 00:02:00,"PLTU Jawa 7, Indonesia",PT Nusantara Power,6666.0,2025-07-04,CWC_20250704_PORT,2025-07-04,PORT,-1.93,116.95,Asia/Makassar,15.2,0.66,Sedang,23.3,29.8,87.0,2.7,4.2,268,1007.4,6.3,24.8,0,,,,,,-619.4166666666666,0,0
LOAD_000002,KPL_002,STK_C,2025-07-04 09:15:00,2025-07-04 09:25:00,2025-07-05 03:51:00,2025-07-05 04:37:00,28161,,MV Mahakam Queen,Supramax,2025-08-13 04:07:00,"PLTU Jawa 7, Indonesia",Malaysia Utility Bhd.,13333.0,2025-07-04,CWC_20250704_PORT,2025-07-04,PORT,-1.93,116.95,Asia/Makassar,15.2,0.66,Sedang,23.3,29.8,87.0,2.7,4.2,268,1007.4,6.3,24.8,0,,,,,,-935.5,0,0
LOAD_000002,KPL_002,STK_C,2025-07-04 09:15:00,2025-07-04 09:25:00,2025-07-05 03:51:00,2025-07-05 04:37:00,28161,,MV Mahakam Queen,Supramax,2025-09-12 01:50:00,"Sriracha Port, Thailand",PT IndoPower Energi,13333.0,2025-07-04,CWC_20250704_PORT,2025-07-04,PORT,-1.93,116.95,Asia/Makassar,15.2,0.66,Sedang,23.3,29.8,87.0,2.7,4.2,268,1007.4,6.3,24.8,0,,,,,,-1653.2166666666667,0,0
LOAD_000002,KPL_002,STK_C,2025-07-04 09:15:00,2025-07-04 09:25:00,2025-07-05 03:51:00,2025-07-05 04:37:00,28161,,MV Mahakam Queen,Supramax,2025-09-25 10:28:00,"Vung Ang Port, Vietnam",India Energy Traders,13333.0,2025-07-04,CWC_20250704_PORT,2025-07-04,PORT,-1.93,116.95,Asia/Makassar,15.2,0.66,Sedang,23.3,29.8,87.0,2.7,4.2,268,1007.4,6.3,24.8,0,,,,,,-1973.85,0,0
LOAD_000002,KPL_002,STK_C,2025-07-04 09:15:00,2025-07-04 09:25:00,2025-07-05 03:51:00,2025-07-05 04:37:00,28161,,MV Mahakam Queen,Supramax,2025-10-05 23:25:00,"Mundra Port, India",Vietnam Power Co.,13333.0,2025-07-04,CWC_20250704_PORT,2025-07-04,PORT,-1.93,116.95,Asia/Makassar,15.2,0.66,Sedang,23.3,29.8,87.0,2.7,4.2,268,1007.4,6.3,24.8,0,,,,,,-2226.8,0,0
LOAD_000003,KPL_003,STK_B,2025-07-07 09:15:00,2025-07-07 09:25:00,2025-07-08 07:12:00,2025-07-08 08:24:00,25950,,MV Kalimantan Pride,Ultramax,2025-07-19 02:29:00,"Johor Port, Malaysia",Malaysia Utility Bhd.,18333.0,2025-07-07,CWC_20250707_PORT,2025-07-07,PORT,-1.93,116.95,Asia/Makassar,0.0,0.04,Cerah,26.5,31.6,62.5,0.6,2.6,222,1014.8,8.5,23.5,0,,,,,,-258.0833333333333,0,0
LOAD_000003,KPL_003,STK_B,2025-07-07 09:15:00,2025-07-07 09:25:00,2025-07-08 07:12:00,2025-07-08 08:24:00,25950,,MV Kalimantan Pride,Supramax,2025-08-18 07:28:00,"PLTU Suralaya, Indonesia",PT Nusantara Power,13333.0,2025-07-07,CWC_20250707_PORT,2025-07-07,PORT,-1.93,116.95,Asia/Makassar,0.0,0.04,Cerah,26.5,31.6,62.5,0.6,2.6,222,1014.8,8.5,23.5,0,,,,,,-983.0666666666667,0,0
LOAD_000003,KPL_003,STK_B,2025-07-07 09:15:00,2025-07-07 09:25:00,2025-07-08 07:12:00,2025-07-08 08:24:00,25950,,MV Kalimantan Pride,Panamax,2025-09-17 04:18:00,"PLTU Suralaya, Indonesia",India Energy Traders,20000.0,2025-07-07,CWC_20250707_PORT,2025-07-07,PORT,-1.93,116.95,Asia/Makassar,0.0,0.04,Cerah,26.5,31.6,62.5,0.6,2.6,222,1014.8,8.5,23.5,0,,,,,,-1699.9,0,0
LOAD_000004,KPL_004,STK_C,2025-07-10 05:15:00,2025-07-10 06:25:00,2025-07-10 16:16:00,2025-07-10 17:22:00,13026,Antrian dermaga,MV Samarinda Glory,Handysize,2025-08-06 01:04:00,"PLTU Suralaya, Indonesia",Global Steel Ltd.,6666.0,2025-07-10,CWC_20250710_PORT,2025-07-10,PORT,-1.93,116.95,Asia/Makassar,0.2,0.49,Ringan,23.3,27.6,84.6,2.2,4.9,201,1009.0,8.4,23.4,0,,,,,,-631.7,0,0
LOAD_000004,KPL_004,STK_C,2025-07-10 05:15:00,2025-07-10 06:25:00,2025-07-10 16:16:00,2025-07-10 17:22:00,13026,Antrian dermaga,MV Samarinda Glory,Supramax,2025-08-20 22:48:00,"Tanjung Bin, Malaysia",PT Nusantara Power,13333.0,2025-07-10,CWC_20250710_PORT,2025-07-10,PORT,-1.93,116.95,Asia/Makassar,0.2,0.49,Ringan,23.3,27.6,84.6,2.2,4.9,201,1009.0,8.4,23.4,0,,,,,,-989.4333333333333,0,0
LOAD_000004,KPL_004,STK_C,2025-07-10 05:15:00,2025-07-10 06:25:00,2025-07-10 16:16:00,2025-07-10 17:22:00,13026,Antrian dermaga,MV Samarinda Glory,Handysize,2025-10-08 00:08:00,"Vung Ang Port, Vietnam",PT IndoPower Energi,8037.0,2025-07-10,CWC_20250710_PORT,2025-07-10,PORT,-1.93,116.95,Asia/Makassar,0.2,0.49,Ringan,23.3,27.6,84.6,2.2,4.9,201,1009.0,8.4,23.4,0,,,,,,-2142.766666666667,0,0
LOAD_000004,KPL_004,STK_C,2025-07-10 05:15:00,2025-07-10 06:25:00,2025-07-10 16:16:00,2025-07-10 17:22:00,13026,Antrian dermaga,MV Samarinda Glory,Handysize,2025-10-11 14:35:00,"PLTU Suralaya, Indonesia",India Energy Traders,8122.0,2025-07-10,CWC_20250710_PORT,2025-07-10,PORT,-1.93,116.95,Asia/Makassar,0.2,0.49,Ringan,23.3,27.6,84.6,2.2,4.9,201,1009.0,8.4,23.4,0,,,,,,-2229.2166666666667,0,0
LOAD_000004,KPL_004,STK_C,2025-07-10 05:15:00,2025-07-10 06:25:00,2025-07-10 16:16:00,2025-07-10 17:22:00,13026,Antrian dermaga,MV Samarinda Glory,Panamax,2025-10-13 01:44:00,"Tanjung Bin, Malaysia",PT Nusantara Power,20000.0,2025-07-10,CWC_20250710_PORT,2025-07-10,PORT,-1.93,116.95,Asia/Makassar,0.2,0.49,Ringan,23.3,27.6,84.6,2.2,4.9,201,1009.0,8.4,23.4,0,,,,,,-2264.366666666667,0,0
LOAD_000004,KPL_004,STK_C,2025-07-10 05:15:00,2025-07-10 06:25:00,2025-07-10 16:16:00,2025-07-10 17:22:00,13026,Antrian dermaga,MV Samarinda Glory,Supramax,2025-10-19 18:57:00,"Johor Port, Malaysia",Global Steel Ltd.,13333.0,2025-07-10,CWC_20250710_PORT,2025-07-10,PORT,-1.93,116.95,Asia/Makassar,0.2,0.49,Ringan,23.3,27.6,84.6,2.2,4.9,201,1009.0,8.4,23.4,0,,,,,,-2425.5833333333335,0,0
LOAD_000005,KPL_005,STK_A,2025-07-13 08:15:00,2025-07-13 09:19:00,2025-07-13 23:23:00,2025-07-13 23:56:00,18898,Antrian dermaga,MV Barito Ocean,Handysize,2025-07-28 00:29:00,"Johor Port, Malaysia",India Energy Traders,6666.0,2025-07-13,CWC_20250713_PORT,2025-07-13,PORT,-1.93,116.95,Asia/Makassar,4.0,0.54,Ringan,24.0,28.7,75.7,1.7,4.7,215,1009.9,7.5,23.0,0,,,,,,-336.55,0,0
LOAD_000005,KPL_005,STK_A,2025-07-13 08:15:00,2025-07-13 09:19:00,2025-07-13 23:23:00,2025-07-13 23:56:00,18898,Antrian dermaga,MV Barito Ocean,Ultramax,2025-07-29 17:18:00,"Vung Ang Port, Vietnam",Global Steel Ltd.,18333.0,2025-07-13,CWC_20250713_PORT,2025-07-13,PORT,-1.93,116.95,Asia/Makassar,4.0,0.54,Ringan,24.0,28.7,75.7,1.7,4.7,215,1009.9,7.5,23.0,0,,,,,,-377.3666666666667,0,0
LOAD_000005,KPL_005,STK_A,2025-07-13 08:15:00,2025-07-13 09:19:00,2025-07-13 23:23:00,2025-07-13 23:56:00,18898,Antrian dermaga,MV Barito Ocean,Handysize,2025-08-13 21:49:00,"Vung Ang Port, Vietnam",PT IndoPower Energi,6666.0,2025-07-13,CWC_20250713_PORT,2025-07-13,PORT,-1.93,116.95,Asia/Makassar,4.0,0.54,Ringan,24.0,28.7,75.7,1.7,4.7,215,1009.9,7.5,23.0,0,,,,,,-741.8833333333333,0,0
LOAD_000005,KPL_005,STK_A,2025-07-13 08:15:00,2025-07-13 09:19:00,2025-07-13 23:23:00,2025-07-13 23:56:00,18898,Antrian dermaga,MV Barito Ocean,Ultramax,2025-08-28 23:37:00,"PLTU Suralaya, Indonesia",PT IndoPower Energi,18333.0,2025-07-13,CWC_20250713_PORT,2025-07-13,PORT,-1.93,116.95,Asia/Makassar,4.0,0.54,Ringan,24.0,28.7,75.7,1.7,4.7,215,1009.9,7.5,23.0,0,,,,,,-1103.6833333333334,0,0
LOAD_000005,KPL_005,STK_A,2025-07-13 08:15:00,2025-07-13 09:19:00,2025-07-13 23:23:00,2025-07-13 23:56:00,18898,Antrian dermaga,MV Barito Ocean,Handysize,2025-09-09 00:47:00,"Tanjung Bin, Malaysia",PT Nusantara Power,6666.0,2025-07-13,CWC_20250713_PORT,2025-07-13,PORT,-1.93,116.95,Asia/Makassar,4.0,0.54,Ringan,24.0,28.7,75.7,1.7,4.7,215,1009.9,7.5,23.0,0,,,,,,-1368.85,0,0
LOAD_000005,KPL_005,STK_A,2025-07-13 08:15:00,2025-07-13 09:19:00,2025-07-13 23:23:00,2025-07-13 23:56:00,18898,Antrian dermaga,MV Barito Ocean,Ultramax,2025-09-21 23:07:00,"Sriracha Port, Thailand",PT Nusantara Power,18333.0,2025-07-13,CWC_20250713_PORT,2025-07-13,PORT,-1.93,116.95,Asia/Makassar,4.0,0.54,Ringan,24.0,28.7,75.7,1.7,4.7,215,1009.9,7.5,23.0,0,,,,,,-1679.1833333333334,0,0
LOAD_000005,KPL_005,STK_A,2025-07-13 08:15:00,2025-07-13 09:19:00,2025-07-13 23:23:00,2025-07-13 23:56:00,18898,Antrian dermaga,MV Barito Ocean,Ultramax,2025-09-29 16:59:00,"Sriracha Port, Thailand",PT Nusantara Power,18333.0,2025-07-13,CWC_20250713_PORT,2025-07-13,PORT,-1.93,116.95,Asia/Makassar,4.0,0.54,Ringan,24.0,28.7,75.7,1.7,4.7,215,1009.9,7.5,23.0,0,,,,,,-1865.05,0,0
LOAD_000005,KPL_005,STK_A,2025-07-13 08:15:00,2025-07-13 09:19:00,2025-07-13 23:23:00,2025-07-13 23:56:00,18898,Antrian dermaga,MV Barito Ocean,Panamax,2025-10-19 03:17:00,"PLTU Jawa 7, Indonesia",Global Steel Ltd.,20000.0,2025-07-13,CWC_20250713_PORT,2025-07-13,PORT,-1.93,116.95,Asia/Makassar,4.0,0.54,Ringan,24.0,28.7,75.7,1.7,4.7,215,1009.9,7.5,23.0,0,,,,,,-2331.35,0,0
LOAD_000005,KPL_005,STK_A,2025-07-13 08:15:00,2025-07-13 09:19:00,2025-07-13 23:23:00,2025-07-13 23:56:00,18898,Antrian dermaga,MV Barito Ocean,Handysize,2025-10-30 02:00:00,"Vung Ang Port, Vietnam",Siam Cement Group,6666.0,2025-07-13,CWC_20250713_PORT,2025-07-13,PORT,-1.93,116.95,Asia/Makassar,4.0,0.54,Ringan,24.0,28.7,75.7,1.7,4.7,215,1009.9,7.5,23.0,0,,,,,,-2594.0666666666666,0,0
LOAD_000006,KPL_006,STK_C,2025-07-16 08:45:00,2025-07-16 08:55:00,2025-07-16 23:47:00,2025-07-17 00:53:00,23939,,MV Nusantara Wave,Panamax,2025-08-30 23:59:00,"Johor Port, Malaysia",PT IndoPower Energi,20000.0,2025-07-16,CWC_20250716_PORT,2025-07-16,PORT,-1.93,116.95,Asia/Makassar,0.8,0.48,Ringan,24.3,31.0,76.1,1.5,4.1,89,1009.7,8.8,24.3,0,,,,,,-1079.1,0,0
LOAD_000006,KPL_006,STK_C,2025-07-16 08:45:00,2025-07-16 08:55:00,2025-07-16 23:47:00,2025-07-17 00:53:00,23939,,MV Nusantara Wave,Supramax,2025-09-07 22:51:00,"PLTU Jawa 7, Indonesia",Siam Cement Group,13333.0,2025-07-16,CWC_20250716_PORT,2025-07-16,PORT,-1.93,116.95,Asia/Makassar,0.8,0.48,Ringan,24.3,31.0,76.1,1.5,4.1,89,1009.7,8.8,24.3,0,,,,,,-1269.9666666666667,0,0
LOAD_000006,KPL_006,STK_C,2025-07-16 08:45:00,2025-07-16 08:55:00,2025-07-16 23:47:00,2025-07-17 00:53:00,23939,,MV Nusantara Wave,Handysize,2025-09-10 21:29:00,"Tanjung Bin, Malaysia",Vietnam Power Co.,6666.0,2025-07-16,CWC_20250716_PORT,2025-07-16,PORT,-1.93,116.95,Asia/Makassar,0.8,0.48,Ringan,24.3,31.0,76.1,1.5,4.1,89,1009.7,8.8,24.3,0,,,,,,-1340.6,0,0
LOAD_000007,KPL_007,STK_B,2025-07-19 06:45:00,2025-07-19 06:55:00,2025-07-19 16:31:00,2025-07-19 17:07:00,16265,,MV Tanjung Spirit,Panamax,2025-07-02 15:31:00,"Mundra Port, India",PT IndoPower Energi,20000.0,2025-07-19,CWC_20250719_PORT,2025-07-19,PORT,-1.93,116.95,Asia/Makassar,0.0,0.04,Cerah,24.7,31.1,62.6,1.6,2.1,7,1011.9,8.5,22.5,0,,,,,,409.6,1,0
LOAD_000007,KPL_007,STK_B,2025-07-19 06:45:00,2025-07-19 06:55:00,2025-07-19 16:31:00,2025-07-19 17:07:00,16265,,MV Tanjung Spirit,Ultramax,2025-08-04 00:57:00,"Johor Port, Malaysia",India Energy Traders,18333.0,2025-07-19,CWC_20250719_PORT,2025-07-19,PORT,-1.93,116.95,Asia/Makassar,0.0,0.04,Cerah,24.7,31.1,62.6,1.6,2.1,7,1011.9,8.5,22.5,0,,,,,,-367.8333333333333,0,0
LOAD_000007,KPL_007,STK_B,2025-07-19 06:45:00,2025-07-19 06:55:00,2025-07-19 16:31:00,2025-07-19 17:07:00,16265,,MV Tanjung Spirit,Supramax,2025-09-01 02:29:00,"Johor Port, Malaysia",Malaysia Utility Bhd.,13333.0,2025-07-19,CWC_20250719_PORT,2025-07-19,PORT,-1.93,116.95,Asia/Makassar,0.0,0.04,Cerah,24.7,31.1,62.6,1.6,2.1,7,1011.9,8.5,22.5,0,,,,,,-1041.3666666666666,0,0
LOAD_000007,KPL_007,STK_B,2025-07-19 06:45:00,2025-07-19 06:55:00,2025-07-19 16:31:00,2025-07-19 17:07:00,16265,,MV Tanjung Spirit,Supramax,2025-09-03 07:35:00,"Sriracha Port, Thailand",PT IndoPower Energi,13333.0,2025-07-19,CWC_20250719_PORT,2025-07-19,PORT,-1.93,116.95,Asia/Makassar,0.0,0.04,Cerah,24.7,31.1,62.6,1.6,2.1,7,1011.9,8.5,22.5,0,,,,,,-1094.4666666666667,0,0
LOAD_000007,KPL_007,STK_B,2025-07-19 06:45:00,2025-07-19 06:55:00,2025-07-19 16:31:00,2025-07-19 17:07:00,16265,,MV Tanjung Spirit,Handysize,2025-09-12 14:46:00,"Mundra Port, India",Malaysia Utility Bhd.,6666.0,2025-07-19,CWC_20250719_PORT,2025-07-19,PORT,-1.93,116.95,Asia/Makassar,0.0,0.04,Cerah,24.7,31.1,62.6,1.6,2.1,7,1011.9,8.5,22.5,0,,,,,,-1317.65,0,0
LOAD_000007,KPL_007,STK_B,2025-07-19 06:45:00,2025-07-19 06:55:00,2025-07-19 16:31:00,2025-07-19 17:07:00,16265,,MV Tanjung Spirit,Handysize,2025-10-04 00:55:00,"Mundra Port, India",PT Nusantara Power,7515.0,2025-07-19,CWC_20250719_PORT,2025-07-19,PORT,-1.93,116.95,Asia/Makassar,0.0,0.04,Cerah,24.7,31.1,62.6,1.6,2.1,7,1011.9,8.5,22.5,0,,,,,,-1831.8,0,0
LOAD_000007,KPL_007,STK_B,2025-07-19 06:45:00,2025-07-19 06:55:00,2025-07-19 16:31:00,2025-07-19 17:07:00,16265,,MV Tanjung Spirit,Handysize,2025-10-17 01:30:00,"Tanjung Bin, Malaysia",Malaysia Utility Bhd.,6666.0,2025-07-19,CWC_20250719_PORT,2025-07-19,PORT,-1.93,116.95,Asia/Makassar,0.0,0.04,Cerah,24.7,31.1,62.6,1.6,2.1,7,1011.9,8.5,22.5,0,,,,,,-2144.383333333333,0,0
LOAD_000008,KPL_008,STK_B,2025-07-22 16:45:00,2025-07-22 16:55:00,2025-07-23 05:32:00,2025-07-23 06:43:00,27009,,MV Derawan Pearl,Handysize,2025-08-26 09:19:00,"Sriracha Port, Thailand",Global Steel Ltd.,6666.0,2025-07-22,CWC_20250722_PORT,2025-07-22,PORT,-1.93,116.95,Asia/Makassar,0.0,0.04,Cerah,26.0,32.6,61.4,2.3,3.3,60,1014.4,9.8,23.6,0,,,,,,-818.6,0,0
LOAD_000008,KPL_008,STK_B,2025-07-22 16:45:00,2025-07-22 16:55:00,2025-07-23 05:32:00,2025-07-23 06:43:00,27009,,MV Derawan Pearl,Supramax,2025-09-30 18:41:00,"Mundra Port, India",PT IndoPower Energi,13333.0,2025-07-22,CWC_20250722_PORT,2025-07-22,PORT,-1.93,116.95,Asia/Makassar,0.0,0.04,Cerah,26.0,32.6,61.4,2.3,3.3,60,1014.4,9.8,23.6,0,,,,,,-1667.9666666666667,0,0
LOAD_000009,KPL_009,STK_B,2025-07-25 05:00:00,2025-07-25 05:10:00,2025-07-25 16:08:00,2025-07-25 17:22:00,16711,,MV Balikpapan Wind,Supramax,2025-07-22 19:22:00,"PLTU Jawa 7, Indonesia",Global Steel Ltd.,13333.0,2025-07-25,CWC_20250725_PORT,2025-07-25,PORT,-1.93,116.95,Asia/Makassar,0.0,0.11,Cerah,24.4,29.7,72.2,1.5,3.0,290,1012.0,8.8,23.2,0,,,,,,70.0,1,0
LOAD_000009,KPL_009,STK_B,2025-07-25 05:00:00,2025-07-25 05:10:00,2025-07-25 16:08:00,2025-07-25 17:22:00,16711,,MV Balikpapan Wind,Ultramax,2025-09-27 00:26:00,"Johor Port, Malaysia",PT IndoPower Energi,18333.0,2025-07-25,CWC_20250725_PORT,2025-07-25,PORT,-1.93,116.95,Asia/Makassar,0.0,0.11,Cerah,24.4,29.7,72.2,1.5,3.0,290,1012.0,8.8,23.2,0,,,,,,-1519.0666666666666,0,0
LOAD_000009,KPL_009,STK_B,2025-07-25 05:00:00,2025-07-25 05:10:00,2025-07-25 16:08:00,2025-07-25 17:22:00,16711,,MV Balikpapan Wind,Ultramax,2025-10-24 21:48:00,"Sriracha Port, Thailand",India Energy Traders,18333.0,2025-07-25,CWC_20250725_PORT,2025-07-25,PORT,-1.93,116.95,Asia/Makassar,0.0,0.11,Cerah,24.4,29.7,72.2,1.5,3.0,290,1012.0,8.8,23.2,0,,,,,,-2188.4333333333334,0,0
LOAD_000010,KPL_010,STK_C,2025-07-28 05:00:00,2025-07-28 05:10:00,2025-07-28 15:08:00,2025-07-28 15:33:00,14479,,MV Celebes Trader,Supramax,2025-07-02 01:44:00,"Johor Port, Malaysia",Siam Cement Group,13333.0,2025-07-28,CWC_20250728_PORT,2025-07-28,PORT,-1.93,116.95,Asia/Makassar,0.2,0.51,Ringan,23.0,27.7,82.0,1.2,2.5,105,1011.2,8.9,22.9,0,,,,,,637.8166666666667,1,0
LOAD_000010,KPL_010,STK_C,2025-07-28 05:00:00,2025-07-28 05:10:00,2025-07-28 15:08:00,2025-07-28 15:33:00,14479,,MV Celebes Trader,Handysize,2025-07-20 03:51:00,"PLTU Jawa 7, Indonesia",India Energy Traders,6666.0,2025-07-28,CWC_20250728_PORT,2025-07-28,PORT,-1.93,116.95,Asia/Makassar,0.2,0.51,Ringan,23.0,27.7,82.0,1.2,2.5,105,1011.2,8.9,22.9,0,,,,,,203.7,1,0
