id_record,id_alat,tanggal_operasi,shift,jam_mulai,jam_selesai,status_operasi,durasi_jam,material_dipindah,total_muatan_ton,jumlah_ritase,id_operator,lokasi_kode,tgl_pembelian,umur_tahun,tipe_alat,kondisi,equipment_age_days,equipment_age_months,equipment_age_years,high_age_risk,mid_age_risk,new_equipment,daily_usage_hours,utilization_rate,high_usage_flag,low_usage_flag,overwork_flag,idle_flag,cumulative_hours_7d,cumulative_hours_30d,avg_daily_hours_7d,usage_variance_7d,days_since_last_record,overdue_maintenance_flag,critical_overdue_flag,maintenance_activity,maintenance_count_30d,breakdown_flag,standby_flag,operating_flag,breakdown_count_7d,breakdown_count_30d,breakdown_rate_30d,operating_rate_7d,health_score_age,health_score_maintenance,health_score_usage,health_score_breakdown,health_score_efficiency,equipment_health_score,health_category,condition_score,age_usage_interaction,age_breakdown_risk,critical_risk_flag,degradation_risk_flag,combined_risk_score,type_risk_profile
OPRREC_0001301,ALAT_001,2025-07-23,Shift 3,22:00:00,01:57:00,Beroperasi,3.95,Coal,330.8,4,OPR_114,PORT,2025-10-18,0.0,Dump Truck,Baik,48,1.5768725361366622,0.13141683778234087,0,0,1,3.95,0.16458333333333333,0,1,0,0,38.6,55.33,5.514285714285714,1.5965468689524605,0.0,0,0,0,2.0,0,0,1,0.0,0.0,0.0,1.0,98.67403314917127,100,23.511904761904756,100.0,100.0,89.05962246777165,Good,100.0,0.021629021218343602,0.0,0,0,0.0,0.050256410256410255
OPRREC_0001328,ALAT_001,2025-07-24,Shift 1,06:00:00,09:06:00,Beroperasi,3.1,Coal,317.1,4,OPR_106,PORT,2025-10-18,0.0,Dump Truck,Baik,48,1.5768725361366622,0.13141683778234087,0,0,1,3.1,0.12916666666666668,0,1,0,0,33.88,58.43,4.840000000000001,1.450494168665746,1.0,0,0,0,2.0,0,0,1,0.0,0.0,0.0,1.0,98.67403314917127,100,18.452380952380953,100.0,100.0,88.3512891344383,Good,100.0,0.01697467488021903,0.0,0,0,0.0,0.050256410256410255
OPRREC_0001329,ALAT_001,2025-07-24,Shift 3,22:00:00,01:31:00,Beroperasi,3.53,Coal,762.7,9,OPR_034,PORT,2025-10-18,0.0,Dump Truck,Baik,48,1.5768725361366622,0.13141683778234087,0,0,1,3.53,0.14708333333333332,0,1,0,0,32.43,61.96,4.632857142857143,1.5286019133586772,0.0,0,0,0,2.0,0,0,1,0.0,0.0,0.0,1.0,98.67403314917127,100,21.011904761904766,100.0,100.0,88.70962246777164,Good,100.0,0.019329226557152634,0.0,0,0,0.0,0.050256410256410255
OPRREC_0001626,ALAT_001,2025-07-29,Shift 3,22:00:00,05:02:00,Beroperasi,7.04,Coal,797.5,11,OPR_006,PORT,2025-10-18,0.0,Dump Truck,Baik,48,1.5768725361366622,0.13141683778234087,0,0,1,7.04,0.29333333333333333,0,0,0,0,35.980000000000004,69.0,5.140000000000001,1.6687120782208056,5.0,0,0,0,2.0,0,0,1,0.0,0.0,0.0,1.0,98.67403314917127,100,41.90476190476191,100.0,100.0,91.63462246777164,Good,100.0,0.03854893908281999,0.0,0,0,0.0,0.050256410256410255
OPRREC_0001735,ALAT_001,2025-07-31,Shift 1,06:00:00,11:51:00,Beroperasi,5.86,Coal,1122.4,16,OPR_051,PORT,2025-10-18,0.0,Dump Truck,Baik,48,1.5768725361366622,0.13141683778234087,0,0,1,5.86,0.24416666666666667,0,0,0,0,34.85,74.86,4.978571428571429,1.5067119672920077,2.0,0,0,0,2.0,0,0,1,0.0,0.0,0.0,1.0,98.67403314917127,100,34.88095238095238,100.0,100.0,90.6512891344383,Good,100.0,0.03208761122518823,0.0,0,0,0.0,0.050256410256410255
OPRREC_0001871,ALAT_001,2025-08-03,Shift 1,06:00:00,11:25:00,Beroperasi,5.43,Coal,1318.9,16,OPR_071,PORT,2025-10-18,0.0,Dump Truck,Baik,48,1.5768725361366622,0.13141683778234087,0,0,1,5.43,0.22624999999999998,0,0,0,0,35.27,80.29,5.038571428571429,1.5165028692293834,3.0,0,0,0,2.0,0,0,1,0.0,0.0,0.0,1.0,98.67403314917127,100,32.32142857142857,100.0,100.0,90.29295580110497,Good,100.0,0.029733059548254618,0.0,0,0,0.0,0.050256410256410255
OPRREC_0001872,ALAT_001,2025-08-03,Shift 3,22:00:00,22:39:00,Maintenance,0.66,Coal,0.0,0,OPR_071,PORT,2025-10-18,0.0,Dump Truck,Baik,48,1.5768725361366622,0.13141683778234087,0,0,1,0.66,0.0275,0,1,0,0,29.57,80.95,4.224285714285714,2.104874162057019,0.0,0,0,1,3.0,0,0,0,0.0,0.0,0.0,0.8571428571428571,98.67403314917127,100,3.9285714285714257,100.0,85.71428571428571,85.31795580110497,Good,100.0,0.0036139630390143737,0.0,0,0,0.0,0.050256410256410255
OPRREC_0002020,ALAT_001,2025-08-05,Shift 3,22:00:00,05:44:00,Beroperasi,7.74,Coal,951.3,13,OPR_143,PORT,2025-10-18,0.0,Dump Truck,Baik,48,1.5768725361366622,0.13141683778234087,0,0,1,7.74,0.3225,0,0,0,0,33.36,88.69,4.765714285714286,2.4770941116750564,2.0,0,0,0,3.0,0,0,1,0.0,0.0,0.0,0.8571428571428571,98.67403314917127,100,46.07142857142858,100.0,85.71428571428571,91.21795580110496,Good,100.0,0.04238193018480493,0.0,0,0,0.0,0.050256410256410255
OPRREC_0002116,ALAT_001,2025-08-07,Shift 3,22:00:00,23:21:00,Maintenance,1.35,Coal,0.0,0,OPR_142,PORT,2025-10-18,0.0,Dump Truck,Baik,48,1.5768725361366622,0.13141683778234087,0,0,1,1.35,0.05625,0,1,0,0,31.610000000000003,90.04,4.515714285714286,2.74684581015424,2.0,0,0,1,4.0,0,0,0,0.0,0.0,0.0,0.7142857142857143,98.67403314917127,100,8.03571428571429,100.0,71.42857142857143,84.89295580110496,Good,100.0,0.007392197125256674,0.0,0,0,0.0,0.050256410256410255
OPRREC_0002292,ALAT_001,2025-08-10,Shift 2,14:00:00,17:40:00,Beroperasi,3.67,Coal,1291.8,18,OPR_143,PORT,2025-10-18,0.0,Dump Truck,Baik,48,1.5768725361366622,0.13141683778234087,0,0,1,3.67,0.15291666666666667,0,1,0,0,31.75,93.71000000000001,4.535714285714286,2.738970957268789,3.0,0,0,0,4.0,0,0,1,0.0,0.0,0.0,0.7142857142857143,98.67403314917127,100,21.845238095238106,100.0,71.42857142857143,86.8262891344383,Good,100.0,0.020095824777549624,0.0,0,0,0.0,0.050256410256410255
OPRREC_0002293,ALAT_001,2025-08-10,Shift 3,22:00:00,02:43:00,Beroperasi,4.72,Coal,1475.1,16,OPR_122,PORT,2025-10-18,0.0,Dump Truck,Baik,48,1.5768725361366622,0.13141683778234087,0,0,1,4.72,0.19666666666666666,0,1,0,0,29.43,98.43,4.204285714285715,2.516789337912208,0.0,0,0,0,4.0,0,0,1,0.0,0.0,0.0,0.7142857142857143,98.67403314917127,100,28.095238095238095,100.0,71.42857142857143,87.7012891344383,Good,100.0,0.025845311430527037,0.0,0,0,0.0,0.050256410256410255
OPRREC_0002312,ALAT_001,2025-08-11,Shift 3,22:00:00,23:43:00,Maintenance,1.73,Coal,0.0,0,OPR_085,PORT,2025-10-18,0.0,Dump Truck,Baik,48,1.5768725361366622,0.13141683778234087,0,0,1,1.73,0.07208333333333333,0,1,0,0,25.3,100.16,3.6142857142857143,2.547854372754044,1.0,0,0,1,5.0,0,0,0,0.0,0.0,0.0,0.5714285714285714,98.67403314917127,100,10.297619047619044,100.0,57.14285714285714,84.20962246777164,Good,100.0,0.00947296372347707,0.0,0,0,0.0,0.050256410256410255
OPRREC_0002496,ALAT_001,2025-08-14,Shift 1,06:00:00,13:06:00,Beroperasi,7.1,Coal,903.1,12,OPR_129,PORT,2025-10-18,0.0,Dump Truck,Baik,48,1.5768725361366622,0.13141683778234087,0,0,1,7.1,0.29583333333333334,0,0,0,0,26.97,107.26,3.8528571428571428,2.810822621497808,3.0,0,0,0,5.0,0,0,1,0.0,0.0,0.0,0.5714285714285714,98.67403314917127,100,42.261904761904766,100.0,57.14285714285714,88.68462246777163,Good,100.0,0.03887748117727584,0.0,0,0,0.0,0.050256410256410255
OPRREC_0002543,ALAT_001,2025-08-15,Shift 1,06:00:00,10:01:00,Beroperasi,4.02,Coal,790.0,10,OPR_005,PORT,2025-10-18,0.0,Dump Truck,Baik,48,1.5768725361366622,0.13141683778234087,0,0,1,4.02,0.16749999999999998,0,1,0,0,30.330000000000002,111.28,4.332857142857143,2.4367034718085434,1.0,0,0,0,5.0,0,0,1,0.0,0.0,0.0,0.7142857142857143,98.67403314917127,100,23.92857142857143,100.0,71.42857142857143,87.11795580110496,Good,100.0,0.02201232032854209,0.0,0,0,0.0,0.050256410256410255
OPRREC_0002544,ALAT_001,2025-08-15,Shift 2,14:00:00,20:45:00,Beroperasi,6.75,Coal,965.6,12,OPR_083,PORT,2025-10-18,0.0,Dump Truck,Baik,48,1.5768725361366622,0.13141683778234087,0,0,1,6.75,0.28125,0,0,0,0,29.34,118.03,4.191428571428571,2.2255742972053194,0.0,0,0,0,5.0,0,0,1,0.0,0.0,0.0,0.7142857142857143,98.67403314917127,100,40.17857142857143,100.0,71.42857142857143,89.39295580110496,Good,100.0,0.03696098562628337,0.0,0,0,0.0,0.050256410256410255
OPRREC_0002909,ALAT_001,2025-08-21,Shift 2,14:00:00,21:39:00,Beroperasi,7.65,Coal,671.8,8,OPR_142,PORT,2025-10-18,0.0,Dump Truck,Baik,48,1.5768725361366622,0.13141683778234087,0,0,1,7.65,0.31875000000000003,0,0,0,0,35.64,125.68,5.091428571428572,2.1578185633599856,6.0,0,0,0,5.0,0,0,1,0.0,0.0,0.0,0.8571428571428571,98.67403314917127,100,45.53571428571429,100.0,85.71428571428571,91.14295580110496,Good,100.0,0.041889117043121156,0.0,0,0,0.0,0.050256410256410255
OPRREC_0002937,ALAT_001,2025-08-22,Shift 2,14:00:00,20:58:00,Beroperasi,6.98,Coal,710.1,8,OPR_093,PORT,2025-10-18,0.0,Dump Truck,Baik,48,1.5768725361366622,0.13141683778234087,0,0,1,6.98,0.29083333333333333,0,0,0,0,38.95,132.66,5.564285714285715,2.1570879841648956,1.0,0,0,0,5.0,0,0,1,0.0,0.0,0.0,0.8571428571428571,98.67403314917127,100,41.54761904761906,100.0,85.71428571428571,90.58462246777164,Good,100.0,0.03822039698836414,0.0,0,0,0.0,0.050256410256410255
OPRREC_0003250,ALAT_001,2025-08-27,Shift 1,06:00:00,12:54:00,Beroperasi,6.9,Coal,1385.5,15,OPR_004,PORT,2025-10-18,0.0,Dump Truck,Baik,48,1.5768725361366622,0.13141683778234087,0,0,1,6.9,0.28750000000000003,0,0,0,0,41.13,139.56,5.875714285714286,2.172194413819484,5.0,0,0,0,5.0,0,0,1,0.0,0.0,0.0,0.8571428571428571,98.67403314917127,100,41.071428571428584,100.0,85.71428571428571,90.51795580110496,Good,100.0,0.037782340862423006,0.0,0,0,0.0,0.050256410256410255
OPRREC_0003392,ALAT_001,2025-08-30,Shift 3,22:00:00,05:26:00,Beroperasi,7.44,Coal,353.9,5,OPR_128,PORT,2025-10-18,0.0,Dump Truck,Baik,48,1.5768725361366622,0.13141683778234087,0,0,1,7.44,0.31,0,0,0,0,46.839999999999996,147.0,6.691428571428571,1.21880308187211,3.0,0,0,0,5.0,0,0,1,0.0,0.0,0.0,1.0,98.67403314917127,100,44.285714285714285,100.0,100.0,91.96795580110496,Good,100.0,0.04073921971252567,0.0,0,0,0.0,0.050256410256410255
OPRREC_0003393,ALAT_001,2025-08-30,Shift 2,14:00:00,19:09:00,Beroperasi,5.16,Coal,647.7,9,OPR_073,PORT,2025-10-18,0.0,Dump Truck,Baik,48,1.5768725361366622,0.13141683778234087,0,0,1,5.16,0.215,0,0,0,0,44.9,152.16,6.414285714285714,1.3262460448305105,0.0,0,0,0,5.0,0,0,1,0.0,0.0,0.0,1.0,98.67403314917127,100,30.714285714285715,100.0,100.0,90.06795580110497,Good,100.0,0.028254620123203286,0.0,0,0,0.0,0.050256410256410255
OPRREC_0003545,ALAT_001,2025-09-01,Shift 2,14:00:00,17:40:00,Beroperasi,3.67,Coal,1194.9,17,OPR_034,PORT,2025-10-18,0.0,Dump Truck,Baik,48,1.5768725361366622,0.13141683778234087,0,0,1,3.67,0.15291666666666667,0,1,0,0,44.550000000000004,150.02,6.364285714285715,1.4337928388584962,2.0,0,0,0,5.0,0,0,1,0.0,0.0,0.0,1.0,98.67403314917127,100,21.845238095238106,100.0,100.0,88.8262891344383,Good,100.0,0.020095824777549624,0.0,0,0,0.0,0.050256410256410255
OPRREC_0003546,ALAT_001,2025-09-01,Shift 1,06:00:00,09:54:00,Beroperasi,3.91,Coal,1024.4,12,OPR_146,PORT,2025-10-18,0.0,Dump Truck,Baik,48,1.5768725361366622,0.13141683778234087,0,0,1,3.91,0.16291666666666668,0,1,0,0,41.71,152.13,5.958571428571429,1.6860746184696631,0.0,0,0,0,4.0,0,0,1,0.0,0.0,0.0,1.0,98.67403314917127,100,23.27380952380953,100.0,100.0,89.0262891344383,Good,100.0,0.021409993155373036,0.0,0,0,0.0,0.050256410256410255
OPRREC_0003646,ALAT_001,2025-09-03,Shift 2,14:00:00,19:41:00,Beroperasi,5.69,Coal,1296.4,15,OPR_090,PORT,2025-10-18,0.0,Dump Truck,Baik,48,1.5768725361366622,0.13141683778234087,0,0,1,5.69,0.23708333333333334,0,0,0,0,39.75,155.48000000000002,5.678571428571429,1.5121444879312798,2.0,0,0,0,3.0,0,0,1,0.0,0.0,0.0,1.0,98.67403314917127,100,33.86904761904762,100.0,100.0,90.50962246777164,Good,100.0,0.031156741957563315,0.0,0,0,0.0,0.050256410256410255
OPRREC_0003696,ALAT_001,2025-09-04,Shift 3,22:00:00,03:38:00,Beroperasi,5.64,Coal,803.4,9,OPR_038,PORT,2025-10-18,0.0,Dump Truck,Baik,48,1.5768725361366622,0.13141683778234087,0,0,1,5.64,0.235,0,0,0,0,38.41,154.34,5.487142857142857,1.400639309811943,1.0,0,0,0,3.0,0,0,1,0.0,0.0,0.0,1.0,98.67403314917127,100,33.57142857142858,100.0,100.0,90.46795580110498,Good,100.0,0.030882956878850103,0.0,0,0,0.0,0.050256410256410255
OPRREC_0003697,ALAT_001,2025-09-04,Shift 2,14:00:00,17:31:00,Beroperasi,3.53,Coal,798.6,11,OPR_043,PORT,2025-10-18,0.0,Dump Truck,Baik,48,1.5768725361366622,0.13141683778234087,0,0,1,3.53,0.14708333333333332,0,1,0,0,35.04,150.04999999999998,5.005714285714285,1.4131862007871565,0.0,0,0,0,3.0,0,0,1,0.0,0.0,0.0,1.0,98.67403314917127,100,21.011904761904766,100.0,100.0,88.70962246777164,Good,100.0,0.019329226557152634,0.0,0,0,0.0,0.050256410256410255
OPRREC_0003780,ALAT_001,2025-09-05,Shift 1,06:00:00,08:17:00,Standby,2.29,Coal,0.0,0,OPR_096,PORT,2025-10-18,0.0,Dump Truck,Baik,48,1.5768725361366622,0.13141683778234087,0,0,1,2.29,0.09541666666666666,0,1,0,1,29.89,147.36,4.2700000000000005,1.2677407726608247,1.0,0,0,0,3.0,0,1,0,0.0,0.0,0.0,0.8571428571428571,98.67403314917127,100,13.630952380952388,100.0,85.71428571428571,86.67628913443829,Good,100.0,0.012539356605065024,0.0,0,0,0.0,0.050256410256410255
OPRREC_0003781,ALAT_001,2025-09-05,Shift 3,22:00:00,01:58:00,Beroperasi,3.97,Coal,801.3,11,OPR_006,PORT,2025-10-18,0.0,Dump Truck,Baik,48,1.5768725361366622,0.13141683778234087,0,0,1,3.97,0.16541666666666668,0,1,0,0,28.7,147.84,4.1,1.206827797713216,0.0,0,0,0,3.0,0,0,1,0.0,0.0,0.0,0.8571428571428571,98.67403314917127,100,23.630952380952387,100.0,85.71428571428571,88.0762891344383,Good,100.0,0.021738535249828887,0.0,0,0,0.0,0.050256410256410255
OPRREC_0003857,ALAT_001,2025-09-07,Shift 1,06:00:00,09:25:00,Standby,3.43,Coal,0.0,0,OPR_066,PORT,2025-10-18,0.0,Dump Truck,Baik,48,1.5768725361366622,0.13141683778234087,0,0,1,3.43,0.14291666666666666,0,1,0,1,28.46,144.28,4.065714285714286,1.2243618357176536,2.0,0,0,0,3.0,0,1,0,0.0,0.0,0.0,0.7142857142857143,98.67403314917127,100,20.41666666666667,100.0,71.42857142857143,86.62628913443831,Good,100.0,0.018781656399726215,0.0,0,0,0.0,0.050256410256410255
OPRREC_0003858,ALAT_001,2025-09-07,Shift 2,14:00:00,21:58:00,Beroperasi,7.98,Coal,1497.2,16,OPR_144,PORT,2025-10-18,0.0,Dump Truck,Baik,48,1.5768725361366622,0.13141683778234087,0,0,1,7.98,0.3325,0,0,0,0,32.53,147.25,4.647142857142858,1.9116024193131291,0.0,0,0,0,3.0,0,0,1,0.0,0.0,0.0,0.7142857142857143,98.67403314917127,100,47.50000000000001,100.0,71.42857142857143,90.41795580110497,Good,100.0,0.04369609856262834,0.0,0,0,0.0,0.050256410256410255
OPRREC_0003977,ALAT_001,2025-09-09,Shift 2,14:00:00,19:01:00,Beroperasi,5.02,Coal,1011.0,14,OPR_032,PORT,2025-10-18,0.0,Dump Truck,Baik,48,1.5768725361366622,0.13141683778234087,0,0,1,5.02,0.20916666666666664,0,0,0,0,31.86,145.91,4.551428571428572,1.8669353548121632,2.0,0,0,0,3.0,0,0,1,0.0,0.0,0.0,0.7142857142857143,98.67403314917127,100,29.880952380952376,100.0,71.42857142857143,87.9512891344383,Good,100.0,0.027488021902806293,0.0,0,0,0.0,0.050256410256410255
OPRREC_0004040,ALAT_001,2025-09-10,Shift 3,22:00:00,05:04:00,Beroperasi,7.07,Coal,359.8,4,OPR_005,PORT,2025-10-18,0.0,Dump Truck,Baik,48,1.5768725361366622,0.13141683778234087,0,0,1,7.07,0.29458333333333336,0,0,0,0,33.29,149.03,4.755714285714285,2.072790849256602,1.0,0,0,0,3.0,0,0,1,0.0,0.0,0.0,0.7142857142857143,98.67403314917127,100,42.08333333333334,100.0,71.42857142857143,89.65962246777164,Good,100.0,0.038713210130047915,0.0,0,0,0.0,0.050256410256410255
OPRREC_0004163,ALAT_001,2025-09-12,Shift 3,22:00:00,02:45:00,Beroperasi,4.76,Coal,1045.0,15,OPR_087,PORT,2025-10-18,0.0,Dump Truck,Baik,48,1.5768725361366622,0.13141683778234087,0,0,1,4.76,0.19833333333333333,0,1,0,0,34.52,150.69,4.9314285714285715,2.0025103293235764,2.0,0,0,0,3.0,0,0,1,0.0,0.0,0.0,0.7142857142857143,98.67403314917127,100,28.333333333333343,100.0,71.42857142857143,87.73462246777163,Good,100.0,0.026064339493497606,0.0,0,0,0.0,0.050256410256410255
OPRREC_0004164,ALAT_001,2025-09-12,Shift 1,06:00:00,10:13:00,Beroperasi,4.23,Coal,302.4,4,OPR_037,PORT,2025-10-18,0.0,Dump Truck,Baik,48,1.5768725361366622,0.13141683778234087,0,0,1,4.23,0.17625000000000002,0,1,0,0,36.46,151.39,5.208571428571429,1.6851056205416182,0.0,0,0,0,3.0,0,0,1,0.0,0.0,0.0,0.8571428571428571,98.67403314917127,100,25.178571428571427,100.0,85.71428571428571,88.29295580110497,Good,100.0,0.02316221765913758,0.0,0,0,0.0,0.050256410256410255
OPRREC_0004231,ALAT_001,2025-09-13,Shift 3,22:00:00,02:19:00,Beroperasi,4.33,Coal,433.8,5,OPR_147,PORT,2025-10-18,0.0,Dump Truck,Baik,48,1.5768725361366622,0.13141683778234087,0,0,1,4.33,0.18041666666666667,0,1,0,0,36.81999999999999,148.68,5.259999999999999,1.6460457668809414,1.0,0,0,0,3.0,0,0,1,0.0,0.0,0.0,0.8571428571428571,98.67403314917127,100,25.773809523809522,100.0,85.71428571428571,88.37628913443831,Good,100.0,0.023709787816564,0.0,0,0,0.0,0.050256410256410255
OPRREC_0004232,ALAT_001,2025-09-13,Shift 2,14:00:00,20:46:00,Beroperasi,6.78,Coal,927.0,12,OPR_039,PORT,2025-10-18,0.0,Dump Truck,Baik,48,1.5768725361366622,0.13141683778234087,0,0,1,6.78,0.28250000000000003,0,0,0,0,40.169999999999995,149.6,5.7385714285714275,1.5063800823102222,0.0,0,0,0,3.0,0,0,1,0.0,0.0,0.0,1.0,98.67403314917127,100,40.35714285714287,100.0,100.0,91.41795580110497,Good,100.0,0.0371252566735113,0.0,0,0,0.0,0.050256410256410255
OPRREC_0004266,ALAT_001,2025-09-14,Shift 3,22:00:00,00:30:00,Standby,2.5,Coal,0.0,0,OPR_104,PORT,2025-10-18,0.0,Dump Truck,Baik,48,1.5768725361366622,0.13141683778234087,0,0,1,2.5,0.10416666666666667,0,1,0,1,34.69,146.67000000000002,4.9557142857142855,1.5699984834690888,1.0,0,0,0,3.0,0,1,0,0.0,0.0,0.0,0.8571428571428571,98.67403314917127,100,14.880952380952372,100.0,85.71428571428571,86.8512891344383,Good,100.0,0.013689253935660508,0.0,0,0,0.0,0.050256410256410255
